#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AA1EA8
#Date Time: 2020-05-19 16:47:40.564
#Sample rate: 1e+08Hz
#Samples: 4096

Time (s),Digital wave
-8.16e-06,1084
-8.15e-06,1084
-8.14e-06,1084
-8.13e-06,1084
-8.12e-06,1084
-8.11e-06,1825
-8.1e-06,1825
-8.09e-06,1825
-8.080000000000001e-06,1825
-8.070000000000001e-06,1825
-8.060000000000001e-06,3126
-8.049999999999999e-06,3126
-8.039999999999999e-06,3126
-8.029999999999999e-06,3126
-8.019999999999999e-06,3126
-8.01e-06,1825
-8e-06,1825
-7.99e-06,1825
-7.98e-06,1825
-7.97e-06,1825
-7.96e-06,2270
-7.95e-06,1855
-7.94e-06,4095
-7.93e-06,4095
-7.92e-06,4095
-7.91e-06,1851
-7.900000000000001e-06,1825
-7.890000000000001e-06,1825
-7.880000000000001e-06,1825
-7.869999999999999e-06,1825
-7.859999999999999e-06,3126
-7.849999999999999e-06,3126
-7.839999999999999e-06,3126
-7.83e-06,3126
-7.82e-06,3126
-7.81e-06,1825
-7.8e-06,1825
-7.79e-06,1825
-7.78e-06,1825
-7.77e-06,1825
-7.76e-06,1084
-7.75e-06,1084
-7.74e-06,1084
-7.730000000000001e-06,1084
-7.720000000000001e-06,1084
-7.710000000000001e-06,2
-7.700000000000001e-06,0
-7.689999999999999e-06,0
-7.679999999999999e-06,0
-7.669999999999999e-06,0
-7.66e-06,1084
-7.65e-06,1084
-7.64e-06,1084
-7.63e-06,1084
-7.62e-06,1084
-7.61e-06,1825
-7.6e-06,1825
-7.59e-06,1825
-7.58e-06,1825
-7.57e-06,1825
-7.56e-06,3126
-7.55e-06,3126
-7.54e-06,3126
-7.53e-06,3126
-7.52e-06,3126
-7.51e-06,1825
-7.5e-06,1825
-7.49e-06,1825
-7.48e-06,1825
-7.47e-06,1825
-7.46e-06,2270
-7.45e-06,1855
-7.44e-06,4095
-7.43e-06,4095
-7.42e-06,4095
-7.41e-06,4061
-7.4e-06,2268
-7.39e-06,2268
-7.38e-06,2268
-7.37e-06,2268
-7.36e-06,967
-7.35e-06,967
-7.34e-06,967
-7.33e-06,967
-7.32e-06,967
-7.31e-06,2268
-7.3e-06,2268
-7.29e-06,2268
-7.28e-06,2268
-7.27e-06,2268
-7.26e-06,3009
-7.25e-06,3009
-7.24e-06,3009
-7.23e-06,3009
-7.22e-06,3009
-7.21e-06,1342
-7.2e-06,4094
-7.19e-06,4094
-7.18e-06,4094
-7.17e-06,4094
-7.16e-06,3017
-7.15e-06,3009
-7.14e-06,3009
-7.13e-06,3009
-7.12e-06,3009
-7.11e-06,2268
-7.1e-06,2268
-7.09e-06,2268
-7.08e-06,2268
-7.07e-06,2268
-7.06e-06,967
-7.05e-06,967
-7.04e-06,967
-7.03e-06,967
-7.02e-06,967
-7.01e-06,2268
-7e-06,2268
-6.99e-06,2268
-6.98e-06,2268
-6.97e-06,2268
-6.96e-06,1827
-6.95e-06,4095
-6.94e-06,4095
-6.93e-06,4095
-6.92e-06,4095
-6.91e-06,3036
-6.9e-06,2268
-6.89e-06,2268
-6.88e-06,2268
-6.87e-06,2268
-6.86e-06,967
-6.85e-06,967
-6.84e-06,967
-6.83e-06,967
-6.82e-06,967
-6.81e-06,2268
-6.8e-06,2268
-6.79e-06,2268
-6.78e-06,2268
-6.77e-06,2268
-6.76e-06,3009
-6.75e-06,3009
-6.74e-06,3009
-6.73e-06,3009
-6.72e-06,3009
-6.71e-06,1342
-6.7e-06,4094
-6.69e-06,4094
-6.68e-06,4094
-6.67e-06,4094
-6.66e-06,3017
-6.65e-06,3009
-6.64e-06,3009
-6.63e-06,3009
-6.62e-06,3009
-6.61e-06,2268
-6.6e-06,2268
-6.59e-06,2268
-6.58e-06,2268
-6.57e-06,2268
-6.56e-06,967
-6.55e-06,967
-6.54e-06,967
-6.53e-06,967
-6.52e-06,967
-6.51e-06,2268
-6.5e-06,2268
-6.49e-06,2268
-6.48e-06,2268
-6.47e-06,2268
-6.46e-06,1827
-6.45e-06,4095
-6.44e-06,4095
-6.43e-06,4095
-6.42e-06,4095
-6.41e-06,3903
-6.4e-06,1825
-6.39e-06,1825
-6.38e-06,1825
-6.37e-06,1825
-6.36e-06,3126
-6.35e-06,3126
-6.34e-06,3126
-6.33e-06,3126
-6.32e-06,3126
-6.31e-06,1825
-6.3e-06,1825
-6.29e-06,1825
-6.28e-06,1825
-6.27e-06,1825
-6.26e-06,1084
-6.25e-06,1084
-6.24e-06,1084
-6.23e-06,1084
-6.22e-06,1084
-6.21e-06,2
-6.2e-06,0
-6.19e-06,0
-6.18e-06,0
-6.17e-06,0
-6.16e-06,1084
-6.15e-06,1084
-6.14e-06,1084
-6.13e-06,1084
-6.12e-06,1084
-6.11e-06,1825
-6.1e-06,1825
-6.09e-06,1825
-6.08e-06,1825
-6.07e-06,1825
-6.06e-06,3126
-6.05e-06,3126
-6.04e-06,3126
-6.03e-06,3126
-6.02e-06,3126
-6.01e-06,1825
-6e-06,1825
-5.99e-06,1825
-5.98e-06,1825
-5.97e-06,1825
-5.96e-06,2270
-5.95e-06,1855
-5.94e-06,4095
-5.93e-06,4095
-5.92e-06,4095
-5.91e-06,1851
-5.9e-06,1825
-5.89e-06,1825
-5.88e-06,1825
-5.87e-06,1825
-5.86e-06,3126
-5.85e-06,3126
-5.84e-06,3126
-5.83e-06,3126
-5.82e-06,3126
-5.81e-06,1825
-5.8e-06,1825
-5.79e-06,1825
-5.78e-06,1825
-5.77e-06,1825
-5.76e-06,1084
-5.75e-06,1084
-5.74e-06,1084
-5.73e-06,1084
-5.72e-06,1084
-5.71e-06,2
-5.7e-06,0
-5.69e-06,0
-5.68e-06,0
-5.67e-06,0
-5.66e-06,1084
-5.65e-06,1084
-5.64e-06,1084
-5.63e-06,1084
-5.62e-06,1084
-5.61e-06,1825
-5.6e-06,1825
-5.59e-06,1825
-5.58e-06,1825
-5.57e-06,1825
-5.56e-06,3126
-5.55e-06,3126
-5.54e-06,3126
-5.53e-06,3126
-5.52e-06,3126
-5.51e-06,1825
-5.5e-06,1825
-5.49e-06,1825
-5.48e-06,1825
-5.47e-06,1825
-5.46e-06,2270
-5.45e-06,1855
-5.44e-06,4095
-5.43e-06,4095
-5.42e-06,4095
-5.41e-06,4061
-5.4e-06,2268
-5.39e-06,2268
-5.38e-06,2268
-5.37e-06,2268
-5.36e-06,967
-5.35e-06,967
-5.34e-06,967
-5.33e-06,967
-5.32e-06,967
-5.31e-06,2268
-5.3e-06,2268
-5.29e-06,2268
-5.28e-06,2268
-5.27e-06,2268
-5.26e-06,3009
-5.25e-06,3009
-5.24e-06,3009
-5.23e-06,3009
-5.22e-06,3009
-5.21e-06,1342
-5.2e-06,4094
-5.19e-06,4094
-5.18e-06,4094
-5.17e-06,4094
-5.16e-06,3017
-5.15e-06,3009
-5.14e-06,3009
-5.13e-06,3009
-5.12e-06,3009
-5.11e-06,2268
-5.1e-06,2268
-5.09e-06,2268
-5.08e-06,2268
-5.07e-06,2268
-5.06e-06,967
-5.05e-06,967
-5.04e-06,967
-5.03e-06,967
-5.02e-06,967
-5.01e-06,2268
-5e-06,2268
-4.99e-06,2268
-4.98e-06,2268
-4.97e-06,2268
-4.96e-06,1827
-4.95e-06,4095
-4.94e-06,4095
-4.93e-06,4095
-4.92e-06,4095
-4.91e-06,3903
-4.9e-06,1825
-4.89e-06,1825
-4.88e-06,1825
-4.87e-06,1825
-4.86e-06,3126
-4.85e-06,3126
-4.84e-06,3126
-4.83e-06,3126
-4.82e-06,3126
-4.81e-06,1825
-4.8e-06,1825
-4.79e-06,1825
-4.78e-06,1825
-4.77e-06,1825
-4.76e-06,1084
-4.75e-06,1084
-4.74e-06,1084
-4.73e-06,1084
-4.72e-06,1084
-4.71e-06,2
-4.7e-06,0
-4.69e-06,0
-4.68e-06,0
-4.67e-06,0
-4.66e-06,1084
-4.65e-06,1084
-4.64e-06,1084
-4.63e-06,1084
-4.62e-06,1084
-4.61e-06,1825
-4.6e-06,1825
-4.59e-06,1825
-4.58e-06,1825
-4.57e-06,1825
-4.56e-06,3126
-4.55e-06,3126
-4.54e-06,3126
-4.53e-06,3126
-4.52e-06,3126
-4.51e-06,1825
-4.5e-06,1825
-4.49e-06,1825
-4.48e-06,1825
-4.47e-06,1825
-4.46e-06,2270
-4.45e-06,1855
-4.44e-06,4095
-4.43e-06,4095
-4.42e-06,4095
-4.41e-06,4061
-4.4e-06,2268
-4.39e-06,2268
-4.38e-06,2268
-4.37e-06,2268
-4.36e-06,967
-4.35e-06,967
-4.34e-06,967
-4.33e-06,967
-4.32e-06,967
-4.31e-06,2268
-4.3e-06,2268
-4.29e-06,2268
-4.28e-06,2268
-4.27e-06,2268
-4.26e-06,3009
-4.25e-06,3009
-4.24e-06,3009
-4.23e-06,3009
-4.22e-06,3009
-4.21e-06,1854
-4.2e-06,4094
-4.19e-06,4094
-4.18e-06,4094
-4.17e-06,4094
-4.16e-06,3017
-4.15e-06,3009
-4.14e-06,3009
-4.13e-06,3009
-4.12e-06,3009
-4.11e-06,2268
-4.1e-06,2268
-4.09e-06,2268
-4.08e-06,2268
-4.07e-06,2268
-4.06e-06,967
-4.05e-06,967
-4.04e-06,967
-4.03e-06,967
-4.02e-06,967
-4.01e-06,2268
-4e-06,2268
-3.99e-06,2268
-3.98e-06,2268
-3.97e-06,2268
-3.96e-06,1827
-3.95e-06,4095
-3.94e-06,4095
-3.93e-06,4095
-3.92e-06,4095
-3.91e-06,3903
-3.9e-06,1825
-3.89e-06,1825
-3.88e-06,1825
-3.87e-06,1825
-3.86e-06,3126
-3.85e-06,3126
-3.84e-06,3126
-3.83e-06,3126
-3.82e-06,3126
-3.81e-06,1825
-3.8e-06,1825
-3.79e-06,1825
-3.78e-06,1825
-3.77e-06,1825
-3.76e-06,1084
-3.75e-06,1084
-3.74e-06,1084
-3.73e-06,1084
-3.72e-06,1084
-3.71e-06,2
-3.7e-06,0
-3.69e-06,0
-3.68e-06,0
-3.67e-06,0
-3.66e-06,1084
-3.65e-06,1084
-3.64e-06,1084
-3.63e-06,1084
-3.62e-06,1084
-3.61e-06,1825
-3.6e-06,1825
-3.59e-06,1825
-3.58e-06,1825
-3.57e-06,1825
-3.56e-06,3126
-3.55e-06,3126
-3.54e-06,3126
-3.53e-06,3126
-3.52e-06,3126
-3.51e-06,1825
-3.5e-06,1825
-3.49e-06,1825
-3.48e-06,1825
-3.47e-06,1825
-3.46e-06,2270
-3.45e-06,1855
-3.44e-06,4095
-3.43e-06,4095
-3.42e-06,4095
-3.41e-06,4061
-3.4e-06,2268
-3.39e-06,2268
-3.38e-06,2268
-3.37e-06,2268
-3.36e-06,967
-3.35e-06,967
-3.34e-06,967
-3.33e-06,967
-3.32e-06,967
-3.31e-06,2268
-3.3e-06,2268
-3.29e-06,2268
-3.28e-06,2268
-3.27e-06,2268
-3.26e-06,3009
-3.25e-06,3009
-3.24e-06,3009
-3.23e-06,3009
-3.22e-06,3009
-3.21e-06,1854
-3.2e-06,4094
-3.19e-06,4094
-3.18e-06,4094
-3.17e-06,4094
-3.16e-06,3017
-3.15e-06,3009
-3.14e-06,3009
-3.13e-06,3009
-3.12e-06,3009
-3.11e-06,2268
-3.1e-06,2268
-3.09e-06,2268
-3.08e-06,2268
-3.07e-06,2268
-3.06e-06,967
-3.05e-06,967
-3.04e-06,967
-3.03e-06,967
-3.02e-06,967
-3.01e-06,2268
-3e-06,2268
-2.99e-06,2268
-2.98e-06,2268
-2.97e-06,2268
-2.96e-06,1827
-2.95e-06,4095
-2.94e-06,4095
-2.93e-06,4095
-2.92e-06,4095
-2.91e-06,3903
-2.9e-06,1825
-2.89e-06,1825
-2.88e-06,1825
-2.87e-06,1825
-2.86e-06,3126
-2.85e-06,3126
-2.84e-06,3126
-2.83e-06,3126
-2.82e-06,3126
-2.81e-06,1825
-2.8e-06,1825
-2.79e-06,1825
-2.78e-06,1825
-2.77e-06,1825
-2.76e-06,1084
-2.75e-06,1084
-2.74e-06,1084
-2.73e-06,1084
-2.72e-06,1084
-2.71e-06,2
-2.7e-06,0
-2.69e-06,0
-2.68e-06,0
-2.67e-06,0
-2.66e-06,1084
-2.65e-06,1084
-2.64e-06,1084
-2.63e-06,1084
-2.62e-06,1084
-2.61e-06,1825
-2.6e-06,1825
-2.59e-06,1825
-2.58e-06,1825
-2.57e-06,1825
-2.56e-06,3126
-2.55e-06,3126
-2.54e-06,3126
-2.53e-06,3126
-2.52e-06,3126
-2.51e-06,1825
-2.5e-06,1825
-2.49e-06,1825
-2.48e-06,1825
-2.47e-06,1825
-2.46e-06,2270
-2.45e-06,1855
-2.44e-06,4095
-2.43e-06,4095
-2.42e-06,4095
-2.41e-06,4061
-2.4e-06,2268
-2.39e-06,2268
-2.38e-06,2268
-2.37e-06,2268
-2.36e-06,967
-2.35e-06,967
-2.34e-06,967
-2.33e-06,967
-2.32e-06,967
-2.31e-06,2268
-2.3e-06,2268
-2.29e-06,2268
-2.28e-06,2268
-2.27e-06,2268
-2.26e-06,3009
-2.25e-06,3009
-2.24e-06,3009
-2.23e-06,3009
-2.22e-06,3009
-2.21e-06,1854
-2.2e-06,4094
-2.19e-06,4094
-2.18e-06,4094
-2.17e-06,4094
-2.16e-06,3017
-2.15e-06,3009
-2.14e-06,3009
-2.13e-06,3009
-2.12e-06,3009
-2.11e-06,2268
-2.1e-06,2268
-2.09e-06,2268
-2.08e-06,2268
-2.07e-06,2268
-2.06e-06,967
-2.05e-06,967
-2.04e-06,967
-2.03e-06,967
-2.02e-06,967
-2.01e-06,2268
-2e-06,2268
-1.99e-06,2268
-1.98e-06,2268
-1.97e-06,2268
-1.96e-06,1827
-1.95e-06,4095
-1.94e-06,4095
-1.93e-06,4095
-1.92e-06,4095
-1.91e-06,3903
-1.9e-06,1825
-1.89e-06,1825
-1.88e-06,1825
-1.87e-06,1825
-1.86e-06,3126
-1.85e-06,3126
-1.84e-06,3126
-1.83e-06,3126
-1.82e-06,3126
-1.81e-06,1825
-1.8e-06,1825
-1.79e-06,1825
-1.78e-06,1825
-1.77e-06,1825
-1.76e-06,1084
-1.75e-06,1084
-1.74e-06,1084
-1.73e-06,1084
-1.72e-06,1084
-1.71e-06,2
-1.7e-06,0
-1.69e-06,0
-1.68e-06,0
-1.67e-06,0
-1.66e-06,1084
-1.65e-06,1084
-1.64e-06,1084
-1.63e-06,1084
-1.62e-06,1084
-1.61e-06,1825
-1.6e-06,1825
-1.59e-06,1825
-1.58e-06,1825
-1.57e-06,1825
-1.56e-06,3126
-1.55e-06,3126
-1.54e-06,3126
-1.53e-06,3126
-1.52e-06,3126
-1.51e-06,1825
-1.5e-06,1825
-1.49e-06,1825
-1.48e-06,1825
-1.47e-06,1825
-1.46e-06,2270
-1.45e-06,1855
-1.44e-06,4095
-1.43e-06,4095
-1.42e-06,4095
-1.41e-06,4061
-1.4e-06,2268
-1.39e-06,2268
-1.38e-06,2268
-1.37e-06,2268
-1.36e-06,967
-1.35e-06,967
-1.34e-06,967
-1.33e-06,967
-1.32e-06,967
-1.31e-06,2268
-1.3e-06,2268
-1.29e-06,2268
-1.28e-06,2268
-1.27e-06,2268
-1.26e-06,3009
-1.25e-06,3009
-1.24e-06,3009
-1.23e-06,3009
-1.22e-06,3009
-1.21e-06,1342
-1.2e-06,4094
-1.19e-06,4094
-1.18e-06,4094
-1.17e-06,4094
-1.16e-06,3017
-1.15e-06,3009
-1.14e-06,3009
-1.13e-06,3009
-1.12e-06,3009
-1.11e-06,2268
-1.1e-06,2268
-1.09e-06,2268
-1.08e-06,2268
-1.07e-06,2268
-1.06e-06,967
-1.05e-06,967
-1.04e-06,967
-1.03e-06,967
-1.02e-06,967
-1.01e-06,2268
-1e-06,2268
-9.900000000000001e-07,2268
-9.799999999999999e-07,2268
-9.7e-07,2268
-9.599999999999999e-07,1827
-9.5e-07,4095
-9.4e-07,4095
-9.3e-07,4095
-9.2e-07,4095
-9.1e-07,3903
-9e-07,1825
-8.899999999999999e-07,1825
-8.8e-07,1825
-8.7e-07,1825
-8.6e-07,3126
-8.5e-07,3126
-8.4e-07,3126
-8.3e-07,3126
-8.2e-07,3126
-8.1e-07,1825
-8e-07,1825
-7.9e-07,1825
-7.8e-07,1825
-7.7e-07,1825
-7.6e-07,1084
-7.5e-07,1084
-7.4e-07,1084
-7.3e-07,1084
-7.2e-07,1084
-7.1e-07,2
-7e-07,0
-6.9e-07,0
-6.799999999999999e-07,0
-6.7e-07,0
-6.6e-07,1084
-6.5e-07,1084
-6.4e-07,1084
-6.3e-07,1084
-6.2e-07,1084
-6.1e-07,1825
-6e-07,1825
-5.9e-07,1825
-5.8e-07,1825
-5.7e-07,1825
-5.6e-07,3126
-5.5e-07,3126
-5.4e-07,3126
-5.3e-07,3126
-5.2e-07,3126
-5.1e-07,1825
-5e-07,1825
-4.9e-07,1825
-4.8e-07,1825
-4.7e-07,1825
-4.6e-07,2270
-4.5e-07,1855
-4.4e-07,4095
-4.3e-07,4095
-4.2e-07,4095
-4.1e-07,4061
-4e-07,2268
-3.9e-07,2268
-3.8e-07,2268
-3.7e-07,2268
-3.6e-07,967
-3.5e-07,967
-3.4e-07,967
-3.3e-07,967
-3.2e-07,967
-3.1e-07,2268
-3e-07,2268
-2.9e-07,2268
-2.8e-07,2268
-2.7e-07,2268
-2.6e-07,3009
-2.5e-07,3009
-2.4e-07,3009
-2.3e-07,3009
-2.2e-07,3009
-2.1e-07,4094
-2e-07,4094
-1.9e-07,4094
-1.8e-07,4094
-1.7e-07,4094
-1.6e-07,3017
-1.5e-07,3009
-1.4e-07,3009
-1.3e-07,3009
-1.2e-07,3009
-1.1e-07,2268
-1e-07,2268
-9e-08,2268
-8e-08,2268
-7e-08,2268
-5.999999999999999e-08,967
-5e-08,967
-4e-08,967
-3e-08,967
-2e-08,967
-1e-08,2268
0,2268
1e-08,2268
2e-08,2268
3e-08,2268
4e-08,1827
5e-08,4095
5.999999999999999e-08,4095
7e-08,4095
8e-08,4095
9e-08,3903
1e-07,1825
1.1e-07,1825
1.2e-07,1825
1.3e-07,1825
1.4e-07,3126
1.5e-07,3126
1.6e-07,3126
1.7e-07,3126
1.8e-07,3126
1.9e-07,1825
2e-07,1825
2.1e-07,1825
2.2e-07,1825
2.3e-07,1825
2.4e-07,1084
2.5e-07,1084
2.6e-07,1084
2.7e-07,1084
2.8e-07,1084
2.9e-07,2
3e-07,0
3.1e-07,0
3.2e-07,0
3.3e-07,0
3.4e-07,1084
3.5e-07,1084
3.6e-07,1084
3.7e-07,1084
3.8e-07,1084
3.9e-07,1825
4e-07,1825
4.1e-07,1825
4.2e-07,1825
4.3e-07,1825
4.4e-07,3126
4.5e-07,3126
4.6e-07,3126
4.7e-07,3126
4.8e-07,3126
4.9e-07,1825
5e-07,1825
5.1e-07,1825
5.2e-07,1825
5.3e-07,1825
5.4e-07,2270
5.5e-07,1855
5.6e-07,4095
5.7e-07,4095
5.8e-07,4095
5.9e-07,4061
6e-07,2268
6.1e-07,2268
6.2e-07,2268
6.3e-07,2268
6.4e-07,967
6.5e-07,967
6.6e-07,967
6.7e-07,967
6.799999999999999e-07,967
6.9e-07,2268
7e-07,2268
7.1e-07,2268
7.2e-07,2268
7.3e-07,2268
7.4e-07,3009
7.5e-07,3009
7.6e-07,3009
7.7e-07,3009
7.8e-07,3009
7.9e-07,1342
8e-07,4094
8.1e-07,4094
8.2e-07,4094
8.3e-07,4094
8.4e-07,3017
8.5e-07,3009
8.6e-07,3009
8.7e-07,3009
8.8e-07,3009
8.899999999999999e-07,2268
9e-07,2268
9.1e-07,2268
9.2e-07,2268
9.3e-07,2268
9.4e-07,967
9.5e-07,967
9.599999999999999e-07,967
9.7e-07,967
9.799999999999999e-07,967
9.900000000000001e-07,2268
1e-06,2268
1.01e-06,2268
1.02e-06,2268
1.03e-06,2268
1.04e-06,1827
1.05e-06,4095
1.06e-06,4095
1.07e-06,4095
1.08e-06,4095
1.09e-06,3903
1.1e-06,1825
1.11e-06,1825
1.12e-06,1825
1.13e-06,1825
1.14e-06,3126
1.15e-06,3126
1.16e-06,3126
1.17e-06,3126
1.18e-06,3126
1.19e-06,1825
1.2e-06,1825
1.21e-06,1825
1.22e-06,1825
1.23e-06,1825
1.24e-06,1084
1.25e-06,1084
1.26e-06,1084
1.27e-06,1084
1.28e-06,1084
1.29e-06,2
1.3e-06,0
1.31e-06,0
1.32e-06,0
1.33e-06,0
1.34e-06,1084
1.35e-06,1084
1.36e-06,1084
1.37e-06,1084
1.38e-06,1084
1.39e-06,1825
1.4e-06,1825
1.41e-06,1825
1.42e-06,1825
1.43e-06,1825
1.44e-06,3126
1.45e-06,3126
1.46e-06,3126
1.47e-06,3126
1.48e-06,3126
1.49e-06,1825
1.5e-06,1825
1.51e-06,1825
1.52e-06,1825
1.53e-06,1825
1.54e-06,2270
1.55e-06,1855
1.56e-06,4095
1.57e-06,4095
1.58e-06,4095
1.59e-06,4061
1.6e-06,2268
1.61e-06,2268
1.62e-06,2268
1.63e-06,2268
1.64e-06,967
1.65e-06,967
1.66e-06,967
1.67e-06,967
1.68e-06,967
1.69e-06,2268
1.7e-06,2268
1.71e-06,2268
1.72e-06,2268
1.73e-06,2268
1.74e-06,3009
1.75e-06,3009
1.76e-06,3009
1.77e-06,3009
1.78e-06,3009
1.79e-06,1854
1.8e-06,4094
1.81e-06,4094
1.82e-06,4094
1.83e-06,4094
1.84e-06,3017
1.85e-06,3009
1.86e-06,3009
1.87e-06,3009
1.88e-06,3009
1.89e-06,2268
1.9e-06,2268
1.91e-06,2268
1.92e-06,2268
1.93e-06,2268
1.94e-06,967
1.95e-06,967
1.96e-06,967
1.97e-06,967
1.98e-06,967
1.99e-06,2268
2e-06,2268
2.01e-06,2268
2.02e-06,2268
2.03e-06,2268
2.04e-06,1827
2.05e-06,4095
2.06e-06,4095
2.07e-06,4095
2.08e-06,4095
2.09e-06,3037
2.1e-06,2268
2.11e-06,2268
2.12e-06,2268
2.13e-06,2268
2.14e-06,967
2.15e-06,967
2.16e-06,967
2.17e-06,967
2.18e-06,967
2.19e-06,2268
2.2e-06,2268
2.21e-06,2268
2.22e-06,2268
2.23e-06,2268
2.24e-06,3009
2.25e-06,3009
2.26e-06,3009
2.27e-06,3009
2.28e-06,3009
2.29e-06,1342
2.3e-06,4094
2.31e-06,4094
2.32e-06,4094
2.33e-06,4094
2.34e-06,3017
2.35e-06,3009
2.36e-06,3009
2.37e-06,3009
2.38e-06,3009
2.39e-06,2268
2.4e-06,2268
2.41e-06,2268
2.42e-06,2268
2.43e-06,2268
2.44e-06,967
2.45e-06,967
2.46e-06,967
2.47e-06,967
2.48e-06,967
2.49e-06,2268
2.5e-06,2268
2.51e-06,2268
2.52e-06,2268
2.53e-06,2268
2.54e-06,1827
2.55e-06,4095
2.56e-06,4095
2.57e-06,4095
2.58e-06,4095
2.59e-06,3903
2.6e-06,1825
2.61e-06,1825
2.62e-06,1825
2.63e-06,1825
2.64e-06,3126
2.65e-06,3126
2.66e-06,3126
2.67e-06,3126
2.68e-06,3126
2.69e-06,1825
2.7e-06,1825
2.71e-06,1825
2.72e-06,1825
2.73e-06,1825
2.74e-06,1084
2.75e-06,1084
2.76e-06,1084
2.77e-06,1084
2.78e-06,1084
2.79e-06,2
2.8e-06,0
2.81e-06,0
2.82e-06,0
2.83e-06,0
2.84e-06,1084
2.85e-06,1084
2.86e-06,1084
2.87e-06,1084
2.88e-06,1084
2.89e-06,1825
2.9e-06,1825
2.91e-06,1825
2.92e-06,1825
2.93e-06,1825
2.94e-06,3126
2.95e-06,3126
2.96e-06,3126
2.97e-06,3126
2.98e-06,3126
2.99e-06,1825
3e-06,1825
3.01e-06,1825
3.02e-06,1825
3.03e-06,1825
3.04e-06,2270
3.05e-06,1855
3.06e-06,4095
3.07e-06,4095
3.08e-06,4095
3.09e-06,1851
3.1e-06,1825
3.11e-06,1825
3.12e-06,1825
3.13e-06,1825
3.14e-06,3126
3.15e-06,3126
3.16e-06,3126
3.17e-06,3126
3.18e-06,3126
3.19e-06,1825
3.2e-06,1825
3.21e-06,1825
3.22e-06,1825
3.23e-06,1825
3.24e-06,1084
3.25e-06,1084
3.26e-06,1084
3.27e-06,1084
3.28e-06,1084
3.29e-06,2
3.3e-06,0
3.31e-06,0
3.32e-06,0
3.33e-06,0
3.34e-06,1084
3.35e-06,1084
3.36e-06,1084
3.37e-06,1084
3.38e-06,1084
3.39e-06,1825
3.4e-06,1825
3.41e-06,1825
3.42e-06,1825
3.43e-06,1825
3.44e-06,3126
3.45e-06,3126
3.46e-06,3126
3.47e-06,3126
3.48e-06,3126
3.49e-06,1825
3.5e-06,1825
3.51e-06,1825
3.52e-06,1825
3.53e-06,1825
3.54e-06,2270
3.55e-06,1855
3.56e-06,4095
3.57e-06,4095
3.58e-06,4095
3.59e-06,4061
3.6e-06,2268
3.61e-06,2268
3.62e-06,2268
3.63e-06,2268
3.64e-06,967
3.65e-06,967
3.66e-06,967
3.67e-06,967
3.68e-06,967
3.69e-06,2268
3.7e-06,2268
3.71e-06,2268
3.72e-06,2268
3.73e-06,2268
3.74e-06,3009
3.75e-06,3009
3.76e-06,3009
3.77e-06,3009
3.78e-06,3009
3.79e-06,1854
3.8e-06,4094
3.81e-06,4094
3.82e-06,4094
3.83e-06,4094
3.84e-06,3017
3.85e-06,3009
3.86e-06,3009
3.87e-06,3009
3.88e-06,3009
3.89e-06,2268
3.9e-06,2268
3.91e-06,2268
3.92e-06,2268
3.93e-06,2268
3.94e-06,967
3.95e-06,967
3.96e-06,967
3.97e-06,967
3.98e-06,967
3.99e-06,2268
4e-06,2268
4.01e-06,2268
4.02e-06,2268
4.03e-06,2268
4.04e-06,1827
4.05e-06,4095
4.06e-06,4095
4.07e-06,4095
4.08e-06,4095
4.09e-06,3037
4.1e-06,2268
4.11e-06,2268
4.12e-06,2268
4.13e-06,2268
4.14e-06,967
4.15e-06,967
4.16e-06,967
4.17e-06,967
4.18e-06,967
4.19e-06,2268
4.2e-06,2268
4.21e-06,2268
4.22e-06,2268
4.23e-06,2268
4.24e-06,3009
4.25e-06,3009
4.26e-06,3009
4.27e-06,3009
4.28e-06,3009
4.29e-06,1854
4.3e-06,4094
4.31e-06,4094
4.32e-06,4094
4.33e-06,4094
4.34e-06,3017
4.35e-06,3009
4.36e-06,3009
4.37e-06,3009
4.38e-06,3009
4.39e-06,2268
4.4e-06,2268
4.41e-06,2268
4.42e-06,2268
4.43e-06,2268
4.44e-06,967
4.45e-06,967
4.46e-06,967
4.47e-06,967
4.48e-06,967
4.49e-06,2268
4.5e-06,2268
4.51e-06,2268
4.52e-06,2268
4.53e-06,2268
4.54e-06,1827
4.55e-06,4095
4.56e-06,4095
4.57e-06,4095
4.58e-06,4095
4.59e-06,3903
4.6e-06,1825
4.61e-06,1825
4.62e-06,1825
4.63e-06,1825
4.64e-06,3126
4.65e-06,3126
4.66e-06,3126
4.67e-06,3126
4.68e-06,3126
4.69e-06,1825
4.7e-06,1825
4.71e-06,1825
4.72e-06,1825
4.73e-06,1825
4.74e-06,1084
4.75e-06,1084
4.76e-06,1084
4.77e-06,1084
4.78e-06,1084
4.79e-06,2
4.8e-06,0
4.81e-06,0
4.82e-06,0
4.83e-06,0
4.84e-06,1084
4.85e-06,1084
4.86e-06,1084
4.87e-06,1084
4.88e-06,1084
4.89e-06,1825
4.9e-06,1825
4.91e-06,1825
4.92e-06,1825
4.93e-06,1825
4.94e-06,3126
4.95e-06,3126
4.96e-06,3126
4.97e-06,3126
4.98e-06,3126
4.99e-06,1825
5e-06,1825
5.01e-06,1825
5.02e-06,1825
5.03e-06,1825
5.04e-06,2270
5.05e-06,1855
5.06e-06,4095
