#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AA1EA8
#Date Time: 2020-05-19 16:47:40.564
#Sample rate: 1e+08Hz
#Samples: 4096

Time (s),Digital wave
5.07e-06,4095
5.08e-06,4095
5.09e-06,1851
5.1e-06,1825
5.11e-06,1825
5.12e-06,1825
5.13e-06,1825
5.14e-06,3126
5.15e-06,3126
5.16e-06,3126
5.17e-06,3126
5.18e-06,3126
5.19e-06,1825
5.2e-06,1825
5.21e-06,1825
5.22e-06,1825
5.23e-06,1825
5.24e-06,1084
5.25e-06,1084
5.26e-06,1084
5.27e-06,1084
5.28e-06,1084
5.29e-06,2
5.3e-06,0
5.31e-06,0
5.32e-06,0
5.33e-06,0
5.34e-06,1084
5.35e-06,1084
5.36e-06,1084
5.37e-06,1084
5.38e-06,1084
5.39e-06,1825
5.4e-06,1825
5.41e-06,1825
5.42e-06,1825
5.43e-06,1825
5.44e-06,3126
5.45e-06,3126
5.46e-06,3126
5.47e-06,3126
5.48e-06,3126
5.49e-06,1825
5.5e-06,1825
5.51e-06,1825
5.52e-06,1825
5.53e-06,1825
5.54e-06,2270
5.55e-06,1855
5.56e-06,4095
5.57e-06,4095
5.58e-06,4095
5.59e-06,4061
5.6e-06,2268
5.61e-06,2268
5.62e-06,2268
5.63e-06,2268
5.64e-06,967
5.65e-06,967
5.66e-06,967
5.67e-06,967
5.68e-06,967
5.69e-06,2268
5.7e-06,2268
5.71e-06,2268
5.72e-06,2268
5.73e-06,2268
5.74e-06,3009
5.75e-06,3009
5.76e-06,3009
5.77e-06,3009
5.78e-06,3009
5.79e-06,1342
5.8e-06,4094
5.81e-06,4094
5.82e-06,4094
5.83e-06,4094
5.84e-06,3017
5.85e-06,3009
5.86e-06,3009
5.87e-06,3009
5.88e-06,3009
5.89e-06,2268
5.9e-06,2268
5.91e-06,2268
5.92e-06,2268
5.93e-06,2268
5.94e-06,967
5.95e-06,967
5.96e-06,967
5.97e-06,967
5.98e-06,967
5.99e-06,2268
6e-06,2268
6.01e-06,2268
6.02e-06,2268
6.03e-06,2268
6.04e-06,1827
6.05e-06,4095
6.06e-06,4095
6.07e-06,4095
6.08e-06,4095
6.09e-06,3903
6.1e-06,1825
6.11e-06,1825
6.12e-06,1825
6.13e-06,1825
6.14e-06,3126
6.15e-06,3126
6.16e-06,3126
6.17e-06,3126
6.18e-06,3126
6.19e-06,1825
6.2e-06,1825
6.21e-06,1825
6.22e-06,1825
6.23e-06,1825
6.24e-06,1084
6.25e-06,1084
6.26e-06,1084
6.27e-06,1084
6.28e-06,1084
6.29e-06,2
6.3e-06,0
6.31e-06,0
6.32e-06,0
6.33e-06,0
6.34e-06,1084
6.35e-06,1084
6.36e-06,1084
6.37e-06,1084
6.38e-06,1084
6.39e-06,1825
6.4e-06,1825
6.41e-06,1825
6.42e-06,1825
6.43e-06,1825
6.44e-06,3126
6.45e-06,3126
6.46e-06,3126
6.47e-06,3126
6.48e-06,3126
6.49e-06,1825
6.5e-06,1825
6.51e-06,1825
6.52e-06,1825
6.53e-06,1825
6.54e-06,2270
6.55e-06,1855
6.56e-06,4095
6.57e-06,4095
6.58e-06,4095
6.59e-06,4061
6.6e-06,2268
6.61e-06,2268
6.62e-06,2268
6.63e-06,2268
6.64e-06,967
6.65e-06,967
6.66e-06,967
6.67e-06,967
6.68e-06,967
6.69e-06,2268
6.7e-06,2268
6.71e-06,2268
6.72e-06,2268
6.73e-06,2268
6.74e-06,3009
6.75e-06,3009
6.76e-06,3009
6.77e-06,3009
6.78e-06,3009
6.79e-06,1342
6.8e-06,4094
6.81e-06,4094
6.82e-06,4094
6.83e-06,4094
6.84e-06,3017
6.85e-06,3009
6.86e-06,3009
6.87e-06,3009
6.88e-06,3009
6.89e-06,2268
6.9e-06,2268
6.91e-06,2268
6.92e-06,2268
6.93e-06,2268
6.94e-06,967
6.95e-06,967
6.96e-06,967
6.97e-06,967
6.98e-06,967
6.99e-06,2268
7e-06,2268
7.01e-06,2268
7.02e-06,2268
7.03e-06,2268
7.04e-06,1827
7.05e-06,4095
7.06e-06,4095
7.07e-06,4095
7.08e-06,4095
7.09e-06,3037
7.1e-06,2268
7.11e-06,2268
7.12e-06,2268
7.13e-06,2268
7.14e-06,967
7.15e-06,967
7.16e-06,967
7.17e-06,967
7.18e-06,967
7.19e-06,2268
7.2e-06,2268
7.21e-06,2268
7.22e-06,2268
7.23e-06,2268
7.24e-06,3009
7.25e-06,3009
7.26e-06,3009
7.27e-06,3009
7.28e-06,3009
7.29e-06,1342
7.3e-06,4094
7.31e-06,4094
7.32e-06,4094
7.33e-06,4094
7.34e-06,3017
7.35e-06,3009
7.36e-06,3009
7.37e-06,3009
7.38e-06,3009
7.39e-06,2268
7.4e-06,2268
7.41e-06,2268
7.42e-06,2268
7.43e-06,2268
7.44e-06,967
7.45e-06,967
7.46e-06,967
7.47e-06,967
7.48e-06,967
7.49e-06,2268
7.5e-06,2268
7.51e-06,2268
7.52e-06,2268
7.53e-06,2268
7.54e-06,1827
7.55e-06,4095
7.56e-06,4095
7.57e-06,4095
7.58e-06,4095
7.59e-06,3903
7.6e-06,1825
7.61e-06,1825
7.62e-06,1825
7.63e-06,1825
7.64e-06,3126
7.65e-06,3126
7.66e-06,3126
7.669999999999999e-06,3126
7.679999999999999e-06,3126
7.689999999999999e-06,1825
7.700000000000001e-06,1825
7.710000000000001e-06,1825
7.720000000000001e-06,1825
7.730000000000001e-06,1825
7.74e-06,1084
7.75e-06,1084
7.76e-06,1084
7.77e-06,1084
7.78e-06,1084
7.79e-06,2
7.8e-06,0
7.81e-06,0
7.82e-06,0
7.83e-06,0
7.839999999999999e-06,1084
7.849999999999999e-06,1084
7.859999999999999e-06,1084
7.869999999999999e-06,1084
7.880000000000001e-06,1084
7.890000000000001e-06,1825
7.900000000000001e-06,1825
7.91e-06,1825
7.92e-06,1825
7.93e-06,1825
7.94e-06,3126
7.95e-06,3126
7.96e-06,3126
7.97e-06,3126
7.98e-06,3126
7.99e-06,1825
8e-06,1825
8.01e-06,1825
8.019999999999999e-06,1825
8.029999999999999e-06,1825
8.039999999999999e-06,2270
8.049999999999999e-06,1855
8.060000000000001e-06,4095
8.070000000000001e-06,4095
8.080000000000001e-06,4095
8.09e-06,1851
8.1e-06,1825
8.11e-06,1825
8.12e-06,1825
8.13e-06,1825
8.14e-06,3126
8.15e-06,3126
8.16e-06,3126
8.17e-06,3126
8.18e-06,3126
8.19e-06,1825
8.199999999999999e-06,1825
8.209999999999999e-06,1825
8.219999999999999e-06,1825
8.230000000000001e-06,1825
8.240000000000001e-06,1084
8.250000000000001e-06,1084
8.260000000000001e-06,1084
8.27e-06,1084
8.28e-06,1084
8.29e-06,2
8.3e-06,0
8.31e-06,0
8.32e-06,0
8.33e-06,0
8.34e-06,1084
8.35e-06,1084
8.36e-06,1084
8.369999999999999e-06,1084
8.379999999999999e-06,1084
8.389999999999999e-06,1825
8.399999999999999e-06,1825
8.410000000000001e-06,1825
8.420000000000001e-06,1825
8.430000000000001e-06,1825
8.440000000000001e-06,3126
8.45e-06,3126
8.46e-06,3126
8.47e-06,3126
8.48e-06,3126
8.49e-06,1825
8.5e-06,1825
8.51e-06,1825
8.52e-06,1825
8.53e-06,1825
8.54e-06,2270
8.549999999999999e-06,1855
8.559999999999999e-06,4095
8.569999999999999e-06,4095
8.579999999999999e-06,4095
8.590000000000001e-06,4061
8.600000000000001e-06,2268
8.610000000000001e-06,2268
8.62e-06,2268
8.63e-06,2268
8.64e-06,967
8.65e-06,967
8.66e-06,967
8.67e-06,967
8.68e-06,967
8.69e-06,2268
8.7e-06,2268
8.71e-06,2268
8.72e-06,2268
8.729999999999999e-06,2268
8.739999999999999e-06,3009
8.749999999999999e-06,3009
8.760000000000001e-06,3009
8.770000000000001e-06,3009
8.780000000000001e-06,3009
8.790000000000001e-06,1854
8.8e-06,4094
8.81e-06,4094
8.82e-06,4094
8.83e-06,4094
8.84e-06,3017
8.85e-06,3009
8.86e-06,3009
8.87e-06,3009
8.88e-06,3009
8.89e-06,2268
8.899999999999999e-06,2268
8.909999999999999e-06,2268
8.919999999999999e-06,2268
8.929999999999999e-06,2268
8.940000000000001e-06,967
8.950000000000001e-06,967
8.960000000000001e-06,967
8.970000000000001e-06,967
8.98e-06,967
8.99e-06,2268
9e-06,2268
9.01e-06,2268
9.02e-06,2268
9.03e-06,2268
9.04e-06,1827
9.05e-06,4095
9.06e-06,4095
9.07e-06,4095
9.079999999999999e-06,4095
9.089999999999999e-06,3036
9.099999999999999e-06,2268
9.109999999999999e-06,2268
9.120000000000001e-06,2268
9.130000000000001e-06,2268
9.140000000000001e-06,967
9.15e-06,967
9.16e-06,967
9.17e-06,967
9.18e-06,967
9.19e-06,2268
9.2e-06,2268
9.21e-06,2268
9.22e-06,2268
9.23e-06,2268
9.24e-06,3009
9.25e-06,3009
9.259999999999999e-06,3009
9.269999999999999e-06,3009
9.279999999999999e-06,3009
9.290000000000001e-06,1342
9.300000000000001e-06,4094
9.310000000000001e-06,4094
9.320000000000001e-06,4094
9.33e-06,4094
9.34e-06,3017
9.35e-06,3009
9.36e-06,3009
9.37e-06,3009
9.38e-06,3009
9.39e-06,2268
9.4e-06,2268
9.41e-06,2268
9.42e-06,2268
9.429999999999999e-06,2268
9.439999999999999e-06,967
9.449999999999999e-06,967
9.459999999999999e-06,967
9.470000000000001e-06,967
9.480000000000001e-06,967
9.490000000000001e-06,2268
9.500000000000001e-06,2268
9.51e-06,2268
9.52e-06,2268
9.53e-06,2268
9.54e-06,1827
9.55e-06,4095
9.56e-06,4095
9.57e-06,4095
9.58e-06,4095
9.59e-06,3903
9.6e-06,1825
9.609999999999999e-06,1825
9.619999999999999e-06,1825
9.629999999999999e-06,1825
9.639999999999999e-06,3126
9.650000000000001e-06,3126
9.660000000000001e-06,3126
9.670000000000001e-06,3126
9.68e-06,3126
9.69e-06,1825
9.7e-06,1825
9.71e-06,1825
9.72e-06,1825
9.73e-06,1825
9.74e-06,1084
9.75e-06,1084
9.76e-06,1084
9.77e-06,1084
9.78e-06,1084
9.789999999999999e-06,2
9.799999999999999e-06,0
9.809999999999999e-06,0
9.819999999999999e-06,0
9.830000000000001e-06,0
9.840000000000001e-06,1084
9.850000000000001e-06,1084
9.86e-06,1084
9.87e-06,1084
9.88e-06,1084
9.89e-06,1825
9.9e-06,1825
9.91e-06,1825
9.92e-06,1825
9.93e-06,1825
9.94e-06,3126
9.95e-06,3126
9.96e-06,3126
9.969999999999999e-06,3126
9.979999999999999e-06,3126
9.989999999999999e-06,1825
1e-05,1825
1.001e-05,1825
1.002e-05,1825
1.003e-05,1825
1.004e-05,2270
1.005e-05,1855
1.006e-05,4095
1.007e-05,4095
1.008e-05,4095
1.009e-05,1851
1.01e-05,1825
1.011e-05,1825
1.012e-05,1825
1.013e-05,1825
1.014e-05,3126
1.015e-05,3126
1.016e-05,3126
1.017e-05,3126
1.018e-05,3126
1.019e-05,1825
1.02e-05,1825
1.021e-05,1825
1.022e-05,1825
1.023e-05,1825
1.024e-05,1084
1.025e-05,1084
1.026e-05,1084
1.027e-05,1084
1.028e-05,1084
1.029e-05,2
1.03e-05,0
1.031e-05,0
1.032e-05,0
1.033e-05,0
1.034e-05,1084
1.035e-05,1084
1.036e-05,1084
1.037e-05,1084
1.038e-05,1084
1.039e-05,1825
1.04e-05,1825
1.041e-05,1825
1.042e-05,1825
1.043e-05,1825
1.044e-05,3126
1.045e-05,3126
1.046e-05,3126
1.047e-05,3126
1.048e-05,3126
1.049e-05,1825
1.05e-05,1825
1.051e-05,1825
1.052e-05,1825
1.053e-05,1825
1.054e-05,2270
1.055e-05,1855
1.056e-05,4095
1.057e-05,4095
1.058e-05,4095
1.059e-05,4061
1.06e-05,2268
1.061e-05,2268
1.062e-05,2268
1.063e-05,2268
1.064e-05,967
1.065e-05,967
1.066e-05,967
1.067e-05,967
1.068e-05,967
1.069e-05,2268
1.07e-05,2268
1.071e-05,2268
1.072e-05,2268
1.073e-05,2268
1.074e-05,3009
1.075e-05,3009
1.076e-05,3009
1.077e-05,3009
1.078e-05,3009
1.079e-05,1342
1.08e-05,4094
1.081e-05,4094
1.082e-05,4094
1.083e-05,4094
1.084e-05,3017
1.085e-05,3009
1.086e-05,3009
1.087e-05,3009
1.088e-05,3009
1.089e-05,2268
1.09e-05,2268
1.091e-05,2268
1.092e-05,2268
1.093e-05,2268
1.094e-05,967
1.095e-05,967
1.096e-05,967
1.097e-05,967
1.098e-05,967
1.099e-05,2268
1.1e-05,2268
1.101e-05,2268
1.102e-05,2268
1.103e-05,2268
1.104e-05,1827
1.105e-05,4095
1.106e-05,4095
1.107e-05,4095
1.108e-05,4095
1.109e-05,3037
1.11e-05,2268
1.111e-05,2268
1.112e-05,2268
1.113e-05,2268
1.114e-05,967
1.115e-05,967
1.116e-05,967
1.117e-05,967
1.118e-05,967
1.119e-05,2268
1.12e-05,2268
1.121e-05,2268
1.122e-05,2268
1.123e-05,2268
1.124e-05,3009
1.125e-05,3009
1.126e-05,3009
1.127e-05,3009
1.128e-05,3009
1.129e-05,1342
1.13e-05,4094
1.131e-05,4094
1.132e-05,4094
1.133e-05,4094
1.134e-05,3017
1.135e-05,3009
1.136e-05,3009
1.137e-05,3009
1.138e-05,3009
1.139e-05,2268
1.14e-05,2268
1.141e-05,2268
1.142e-05,2268
1.143e-05,2268
1.144e-05,967
1.145e-05,967
1.146e-05,967
1.147e-05,967
1.148e-05,967
1.149e-05,2268
1.15e-05,2268
1.151e-05,2268
1.152e-05,2268
1.153e-05,2268
1.154e-05,1827
1.155e-05,4095
1.156e-05,4095
1.157e-05,4095
1.158e-05,4095
1.159e-05,3903
1.16e-05,1825
1.161e-05,1825
1.162e-05,1825
1.163e-05,1825
1.164e-05,3126
1.165e-05,3126
1.166e-05,3126
1.167e-05,3126
1.168e-05,3126
1.169e-05,1825
1.17e-05,1825
1.171e-05,1825
1.172e-05,1825
1.173e-05,1825
1.174e-05,1084
1.175e-05,1084
1.176e-05,1084
1.177e-05,1084
1.178e-05,1084
1.179e-05,2
1.18e-05,0
1.181e-05,0
1.182e-05,0
1.183e-05,0
1.184e-05,1084
1.185e-05,1084
1.186e-05,1084
1.187e-05,1084
1.188e-05,1084
1.189e-05,1825
1.19e-05,1825
1.191e-05,1825
1.192e-05,1825
1.193e-05,1825
1.194e-05,3126
1.195e-05,3126
1.196e-05,3126
1.197e-05,3126
1.198e-05,3126
1.199e-05,1825
1.2e-05,1825
1.201e-05,1825
1.202e-05,1825
1.203e-05,1825
1.204e-05,2270
1.205e-05,1855
1.206e-05,4095
1.207e-05,4095
1.208e-05,4095
1.209e-05,1851
1.21e-05,1825
1.211e-05,1825
1.212e-05,1825
1.213e-05,1825
1.214e-05,3126
1.215e-05,3126
1.216e-05,3126
1.217e-05,3126
1.218e-05,3126
1.219e-05,1825
1.22e-05,1825
1.221e-05,1825
1.222e-05,1825
1.223e-05,1825
1.224e-05,1084
1.225e-05,1084
1.226e-05,1084
1.227e-05,1084
1.228e-05,1084
1.229e-05,2
1.23e-05,0
1.231e-05,0
1.232e-05,0
1.233e-05,0
1.234e-05,1084
1.235e-05,1084
1.236e-05,1084
1.237e-05,1084
1.238e-05,1084
1.239e-05,1825
1.24e-05,1825
1.241e-05,1825
1.242e-05,1825
1.243e-05,1825
1.244e-05,3126
1.245e-05,3126
1.246e-05,3126
1.247e-05,3126
1.248e-05,3126
1.249e-05,1825
1.25e-05,1825
1.251e-05,1825
1.252e-05,1825
1.253e-05,1825
1.254e-05,2270
1.255e-05,1855
1.256e-05,4095
1.257e-05,4095
1.258e-05,4095
1.259e-05,4061
1.26e-05,2268
1.261e-05,2268
1.262e-05,2268
1.263e-05,2268
1.264e-05,967
1.265e-05,967
1.266e-05,967
1.267e-05,967
1.268e-05,967
1.269e-05,2268
1.27e-05,2268
1.271e-05,2268
1.272e-05,2268
1.273e-05,2268
1.274e-05,3009
1.275e-05,3009
1.276e-05,3009
1.277e-05,3009
1.278e-05,3009
1.279e-05,1342
1.28e-05,4094
1.281e-05,4094
1.282e-05,4094
1.283e-05,4094
1.284e-05,3017
1.285e-05,3009
1.286e-05,3009
1.287e-05,3009
1.288e-05,3009
1.289e-05,2268
1.29e-05,2268
1.291e-05,2268
1.292e-05,2268
1.293e-05,2268
1.294e-05,967
1.295e-05,967
1.296e-05,967
1.297e-05,967
1.298e-05,967
1.299e-05,2268
1.3e-05,2268
1.301e-05,2268
1.302e-05,2268
1.303e-05,2268
1.304e-05,1827
1.305e-05,4095
1.306e-05,4095
1.307e-05,4095
1.308e-05,4095
1.309e-05,3037
1.31e-05,2268
1.311e-05,2268
1.312e-05,2268
1.313e-05,2268
1.314e-05,967
1.315e-05,967
1.316e-05,967
1.317e-05,967
1.318e-05,967
1.319e-05,2268
1.32e-05,2268
1.321e-05,2268
1.322e-05,2268
1.323e-05,2268
1.324e-05,3009
1.325e-05,3009
1.326e-05,3009
1.327e-05,3009
1.328e-05,3009
1.329e-05,1854
1.33e-05,4094
1.331e-05,4094
1.332e-05,4094
1.333e-05,4094
1.334e-05,3017
1.335e-05,3009
1.336e-05,3009
1.337e-05,3009
1.338e-05,3009
1.339e-05,2268
1.34e-05,2268
1.341e-05,2268
1.342e-05,2268
1.343e-05,2268
1.344e-05,967
1.345e-05,967
1.346e-05,967
1.347e-05,967
1.348e-05,967
1.349e-05,2268
1.35e-05,2268
1.351e-05,2268
1.352e-05,2268
1.353e-05,2268
1.354e-05,1827
1.355e-05,4095
1.356e-05,4095
1.357e-05,4095
1.358e-05,4095
1.359e-05,3903
1.36e-05,1825
1.361e-05,1825
1.362e-05,1825
1.363e-05,1825
1.364e-05,3126
1.365e-05,3126
1.366e-05,3126
1.367e-05,3126
1.368e-05,3126
1.369e-05,1825
1.37e-05,1825
1.371e-05,1825
1.372e-05,1825
1.373e-05,1825
1.374e-05,1084
1.375e-05,1084
1.376e-05,1084
1.377e-05,1084
1.378e-05,1084
1.379e-05,2
1.38e-05,0
1.381e-05,0
1.382e-05,0
1.383e-05,0
1.384e-05,1084
1.385e-05,1084
1.386e-05,1084
1.387e-05,1084
1.388e-05,1084
1.389e-05,1825
1.39e-05,1825
1.391e-05,1825
1.392e-05,1825
1.393e-05,1825
1.394e-05,3126
1.395e-05,3126
1.396e-05,3126
1.397e-05,3126
1.398e-05,3126
1.399e-05,1825
1.4e-05,1825
1.401e-05,1825
1.402e-05,1825
1.403e-05,1825
1.404e-05,2270
1.405e-05,1855
1.406e-05,4095
1.407e-05,4095
1.408e-05,4095
1.409e-05,4061
1.41e-05,2268
1.411e-05,2268
1.412e-05,2268
1.413e-05,2268
1.414e-05,967
1.415e-05,967
1.416e-05,967
1.417e-05,967
1.418e-05,967
1.419e-05,2268
1.42e-05,2268
1.421e-05,2268
1.422e-05,2268
1.423e-05,2268
1.424e-05,3009
1.425e-05,3009
1.426e-05,3009
1.427e-05,3009
1.428e-05,3009
1.429e-05,1854
1.43e-05,4094
1.431e-05,4094
1.432e-05,4094
1.433e-05,4094
1.434e-05,3017
1.435e-05,3009
1.436e-05,3009
1.437e-05,3009
1.438e-05,3009
1.439e-05,2268
1.44e-05,2268
1.441e-05,2268
1.442e-05,2268
1.443e-05,2268
1.444e-05,967
1.445e-05,967
1.446e-05,967
1.447e-05,967
1.448e-05,967
1.449e-05,2268
1.45e-05,2268
1.451e-05,2268
1.452e-05,2268
1.453e-05,2268
1.454e-05,1827
1.455e-05,4095
1.456e-05,4095
1.457e-05,4095
1.458e-05,4095
1.459e-05,3903
1.46e-05,1825
1.461e-05,1825
1.462e-05,1825
1.463e-05,1825
1.464e-05,3126
1.465e-05,3126
1.466e-05,3126
1.467e-05,3126
1.468e-05,3126
1.469e-05,1825
1.47e-05,1825
1.471e-05,1825
1.472e-05,1825
1.473e-05,1825
1.474e-05,1084
1.475e-05,1084
1.476e-05,1084
1.477e-05,1084
1.478e-05,1084
1.479e-05,2
1.48e-05,0
1.481e-05,0
1.482e-05,0
1.483e-05,0
1.484e-05,1084
1.485e-05,1084
1.486e-05,1084
1.487e-05,1084
1.488e-05,1084
1.489e-05,1825
1.49e-05,1825
1.491e-05,1825
1.492e-05,1825
1.493e-05,1825
1.494e-05,3126
1.495e-05,3126
1.496e-05,3126
1.497e-05,3126
1.498e-05,3126
1.499e-05,1825
1.5e-05,1825
1.501e-05,1825
1.502e-05,1825
1.503e-05,1825
1.504e-05,2270
1.505e-05,1855
1.506e-05,4095
1.507e-05,4095
1.508e-05,4095
1.509e-05,3899
1.51e-05,1825
1.511e-05,1825
1.512e-05,1825
1.513e-05,1825
1.514e-05,3126
1.515e-05,3126
1.516e-05,3126
1.517e-05,3126
1.518e-05,3126
1.519e-05,1825
1.52e-05,1825
1.521e-05,1825
1.522e-05,1825
1.523e-05,1825
1.524e-05,1084
1.525e-05,1084
1.526e-05,1084
1.527e-05,1084
1.528e-05,1084
1.529e-05,2
1.53e-05,0
1.531e-05,0
1.532e-05,0
1.533e-05,0
1.534e-05,1084
1.535e-05,1084
1.536e-05,1084
1.537e-05,1084
1.538e-05,1084
1.539e-05,1825
1.54e-05,1825
1.541e-05,1825
1.542e-05,1825
1.543e-05,1825
1.544e-05,3126
1.545e-05,3126
1.546e-05,3126
1.547e-05,3126
1.548e-05,3126
1.549e-05,1825
1.55e-05,1825
1.551e-05,1825
1.552e-05,1825
1.553e-05,1825
1.554e-05,2270
1.555e-05,1855
1.556e-05,4095
1.557e-05,4095
1.558e-05,4095
1.559e-05,4061
1.56e-05,2268
1.561e-05,2268
1.562e-05,2268
1.563e-05,2268
1.564e-05,967
1.565e-05,967
1.566e-05,967
1.567e-05,967
1.568e-05,967
1.569e-05,2268
1.57e-05,2268
1.571e-05,2268
1.572e-05,2268
1.573e-05,2268
1.574e-05,3009
1.575e-05,3009
1.576e-05,3009
1.577e-05,3009
1.578e-05,3009
1.579e-05,1854
1.58e-05,4094
1.581e-05,4094
1.582e-05,4094
1.583e-05,4094
1.584e-05,3017
1.585e-05,3009
1.586e-05,3009
1.587e-05,3009
1.588e-05,3009
1.589e-05,2268
1.59e-05,2268
1.591e-05,2268
1.592e-05,2268
1.593e-05,2268
1.594e-05,967
1.595e-05,967
1.596e-05,967
1.597e-05,967
1.598e-05,967
1.599e-05,2268
1.6e-05,2268
1.601e-05,2268
1.602e-05,2268
1.603e-05,2268
1.604e-05,1827
1.605e-05,4095
1.606e-05,4095
1.607e-05,4095
1.608e-05,4095
1.609e-05,3037
1.61e-05,2268
1.611e-05,2268
1.612e-05,2268
1.613e-05,2268
1.614e-05,967
1.615e-05,967
1.616e-05,967
1.617e-05,967
1.618e-05,967
1.619e-05,2268
1.62e-05,2268
1.621e-05,2268
1.622e-05,2268
1.623e-05,2268
1.624e-05,3009
1.625e-05,3009
1.626e-05,3009
1.627e-05,3009
1.628e-05,3009
1.629e-05,1854
1.63e-05,4094
1.631e-05,4094
1.632e-05,4094
1.633e-05,4094
1.634e-05,3017
1.635e-05,3009
1.636e-05,3009
1.637e-05,3009
1.638e-05,3009
1.639e-05,2268
1.64e-05,2268
1.641e-05,2268
1.642e-05,2268
1.643e-05,2268
1.644e-05,967
1.645e-05,967
1.646e-05,967
1.647e-05,967
1.648e-05,967
1.649e-05,2268
1.65e-05,2268
1.651e-05,2268
1.652e-05,2268
1.653e-05,2268
1.654e-05,1827
1.655e-05,4095
1.656e-05,4095
1.657e-05,4095
1.658e-05,4095
1.659e-05,3903
1.66e-05,1825
1.661e-05,1825
1.662e-05,1825
1.663e-05,1825
1.664e-05,3126
1.665e-05,3126
1.666e-05,3126
1.667e-05,3126
1.668e-05,3126
1.669e-05,1825
1.67e-05,1825
1.671e-05,1825
1.672e-05,1825
1.673e-05,1825
1.674e-05,1084
1.675e-05,1084
1.676e-05,1084
1.677e-05,1084
1.678e-05,1084
1.679e-05,2
1.68e-05,0
1.681e-05,0
1.682e-05,0
1.683e-05,0
1.684e-05,1084
1.685e-05,1084
1.686e-05,1084
1.687e-05,1084
1.688e-05,1084
1.689e-05,1825
1.69e-05,1825
1.691e-05,1825
1.692e-05,1825
1.693e-05,1825
1.694e-05,3126
1.695e-05,3126
1.696e-05,3126
1.697e-05,3126
1.698e-05,3126
1.699e-05,1825
1.7e-05,1825
1.701e-05,1825
1.702e-05,1825
1.703e-05,1825
1.704e-05,2270
1.705e-05,1855
1.706e-05,4095
1.707e-05,4095
1.708e-05,4095
1.709e-05,3899
1.71e-05,1825
1.711e-05,1825
1.712e-05,1825
1.713e-05,1825
1.714e-05,3126
1.715e-05,3126
1.716e-05,3126
1.717e-05,3126
1.718e-05,3126
1.719e-05,1825
1.72e-05,1825
1.721e-05,1825
1.722e-05,1825
1.723e-05,1825
1.724e-05,1084
1.725e-05,1084
1.726e-05,1084
1.727e-05,1084
1.728e-05,1084
1.729e-05,2
1.73e-05,0
1.731e-05,0
1.732e-05,0
1.733e-05,0
1.734e-05,1084
1.735e-05,1084
1.736e-05,1084
1.737e-05,1084
1.738e-05,1084
1.739e-05,1825
1.74e-05,1825
1.741e-05,1825
1.742e-05,1825
1.743e-05,1825
1.744e-05,3126
1.745e-05,3126
1.746e-05,3126
1.747e-05,3126
1.748e-05,3126
1.749e-05,1825
1.75e-05,1825
1.751e-05,1825
1.752e-05,1825
1.753e-05,1825
1.754e-05,2270
1.755e-05,1855
1.756e-05,4095
1.757e-05,4095
1.758e-05,4095
1.759e-05,4061
1.76e-05,2268
1.761e-05,2268
1.762e-05,2268
1.763e-05,2268
1.764e-05,967
1.765e-05,967
1.766e-05,967
1.767e-05,967
1.768e-05,967
1.769e-05,2268
1.77e-05,2268
1.771e-05,2268
1.772e-05,2268
1.773e-05,2268
1.774e-05,3009
1.775e-05,3009
1.776e-05,3009
1.777e-05,3009
1.778e-05,3009
1.779e-05,1854
1.78e-05,4094
1.781e-05,4094
1.782e-05,4094
1.783e-05,4094
1.784e-05,3017
1.785e-05,3009
1.786e-05,3009
1.787e-05,3009
1.788e-05,3009
1.789e-05,2268
1.79e-05,2268
1.791e-05,2268
1.792e-05,2268
1.793e-05,2268
1.794e-05,967
1.795e-05,967
1.796e-05,967
1.797e-05,967
1.798e-05,967
1.799e-05,2268
1.8e-05,2268
1.801e-05,2268
1.802e-05,2268
1.803e-05,2268
1.804e-05,1827
1.805e-05,4095
1.806e-05,4095
1.807e-05,4095
1.808e-05,4095
1.809e-05,3037
1.81e-05,2268
1.811e-05,2268
1.812e-05,2268
1.813e-05,2268
1.814e-05,967
1.815e-05,967
1.816e-05,967
1.817e-05,967
1.818e-05,967
1.819e-05,2268
1.82e-05,2268
1.821e-05,2268
1.822e-05,2268
1.823e-05,2268
1.824e-05,3009
1.825e-05,3009
1.826e-05,3009
1.827e-05,3009
1.828e-05,3009
1.829e-05,1342
1.83e-05,4094
1.831e-05,4094
1.832e-05,4094
1.833e-05,4094
1.834e-05,3017
1.835e-05,3009
1.836e-05,3009
1.837e-05,3009
1.838e-05,3009
1.839e-05,2268
1.84e-05,2268
1.841e-05,2268
1.842e-05,2268
1.843e-05,2268
1.844e-05,967
1.845e-05,967
1.846e-05,967
1.847e-05,967
1.848e-05,967
1.849e-05,2268
1.85e-05,2268
1.851e-05,2268
1.852e-05,2268
1.853e-05,2268
1.854e-05,1827
1.855e-05,4095
1.856e-05,4095
1.857e-05,4095
1.858e-05,4095
1.859e-05,3903
1.86e-05,1825
1.861e-05,1825
1.862e-05,1825
1.863e-05,1825
1.864e-05,3126
1.865e-05,3126
1.866e-05,3126
1.867e-05,3126
1.868e-05,3126
1.869e-05,1825
1.87e-05,1825
1.871e-05,1825
1.872e-05,1825
1.873e-05,1825
1.874e-05,1084
1.875e-05,1084
1.876e-05,1084
1.877e-05,1084
